r (m)	Te (eV)	Ti (eV)	ne (m^-3)	ni (m^-3)	nCI (m^-3)	nCII (m^-3)	nCIII (m^-3)	nCIV (m^-3)	nCV (m^-3)	nCVI (m^-3)	nCVII (m^-3)	n0 (m^-3)	pi (kPa)	p (kPa)
0.760	158.73	83.20	5.653900000E+18	5.759638809E+18	4.010540170E-01	3.002779940E+12	9.549155013E+13	3.275884470E+15	3.504656041E+16	8.817229938E+15	1.540630720E+16	4.124760000E+16	76.7737098221	2.282500000E-01
0.761	157.79	82.85	5.621500000E+18	5.732428912E+18	4.064136380E-01	3.036271399E+12	9.854274111E+13	3.306262766E+15	3.490633918E+16	8.733452626E+15	1.528182653E+16	4.134700000E+16	76.0923711601	2.272200000E-01
0.762	156.85	82.50	5.589200000E+18	5.705207816E+18	4.124590270E-01	3.070463267E+12	1.016928110E+14	3.336738549E+15	3.476502243E+16	8.650229072E+15	1.515779186E+16	4.144610000E+16	75.4140751047	2.262000000E-01
0.763	155.91	82.16	5.556900000E+18	5.677976285E+18	4.194394370E-01	3.105382748E+12	1.049443582E+14	3.367305360E+15	3.462261736E+16	8.567559977E+15	1.503420701E+16	4.154470000E+16	74.7388346861	2.251900000E-01
0.764	154.97	81.81	5.524700000E+18	5.650735089E+18	4.276995440E-01	3.141058677E+12	1.083000176E+14	3.397956526E+15	3.447913141E+16	8.485445966E+15	1.491107582E+16	4.164300000E+16	74.0666627927	2.241900000E-01
0.765	154.03	81.46	5.492400000E+18	5.623485008E+18	4.377153790E-01	3.177521631E+12	1.117624597E+14	3.428685165E+15	3.433457222E+16	8.403887581E+15	1.478840221E+16	4.174080000E+16	73.3975722213	2.231900000E-01
0.766	153.10	81.12	5.460200000E+18	5.596226827E+18	4.501435170E-01	3.214804053E+12	1.153343896E+14	3.459484176E+15	3.418894771E+16	8.322885285E+15	1.466619013E+16	4.183830000E+16	72.7315756094	2.222000000E-01
0.767	152.16	80.77	5.428100000E+18	5.568961341E+18	4.658882940E-01	3.252940384E+12	1.190185458E+14	3.490346245E+15	3.404226599E+16	8.242439462E+15	1.454444355E+16	4.193530000E+16	72.0686854985	2.212200000E-01
0.768	151.22	80.43	5.395900000E+18	5.541689350E+18	4.861935440E-01	3.291967205E+12	1.228176993E+14	3.521263844E+15	3.389453543E+16	8.162550415E+15	1.442316649E+16	4.203200000E+16	71.4089142666	2.202400000E-01
0.769	150.29	80.08	5.363800000E+18	5.514411664E+18	5.127675610E-01	3.331923385E+12	1.267346519E+14	3.552229227E+15	3.374576464E+16	8.083218366E+15	1.430236299E+16	4.212820000E+16	70.7522741910	2.192700000E-01
0.770	149.36	79.74	5.331800000E+18	5.487129098E+18	5.479531020E-01	3.372850242E+12	1.307722351E+14	3.583234431E+15	3.359596247E+16	8.004443459E+15	1.418203713E+16	4.222410000E+16	70.0987773817	2.183100000E-01
0.771	148.42	79.39	5.299700000E+18	5.459842476E+18	5.949582460E-01	3.414791713E+12	1.349333085E+14	3.614271282E+15	3.344513800E+16	7.926225757E+15	1.406219299E+16	4.231950000E+16	69.4484358309	2.173600000E-01
0.772	147.49	79.05	5.267800000E+18	5.432552629E+18	6.581694470E-01	3.457794541E+12	1.392207583E+14	3.645331385E+15	3.329330056E+16	7.848565245E+15	1.394283467E+16	4.241450000E+16	68.8012613847	2.164100000E-01
0.773	146.56	78.70	5.235800000E+18	5.405260395E+18	7.435753400E-01	3.501908466E+12	1.436374958E+14	3.676406136E+15	3.314045972E+16	7.771461826E+15	1.382396630E+16	4.250910000E+16	68.1572657420	2.154700000E-01
0.774	145.63	78.36	5.203900000E+18	5.377966621E+18	8.593396000E-01	3.547186437E+12	1.481864554E+14	3.707486714E+15	3.298662529E+16	7.694915325E+15	1.370559201E+16	4.260330000E+16	67.5164604768	2.145300000E-01
0.775	144.71	78.01	5.172000000E+18	5.350672157E+18	1.016574016E+00	3.593684829E+12	1.528705929E+14	3.738564088E+15	3.283180734E+16	7.618925487E+15	1.358771593E+16	4.269700000E+16	66.8788569610	2.136000000E-01
0.776	143.78	77.67	5.140200000E+18	5.323377865E+18	1.230380154E+00	3.641463683E+12	1.576928836E+14	3.769629016E+15	3.267601616E+16	7.543491978E+15	1.347034222E+16	4.279040000E+16	66.2444664761	2.126800000E-01
0.777	142.86	77.33	5.108400000E+18	5.296084612E+18	1.521250640E+00	3.690586955E+12	1.626563204E+14	3.800672048E+15	3.251926230E+16	7.468614386E+15	1.335347499E+16	4.288330000E+16	65.6133001223	2.117700000E-01
0.778	141.93	76.98	5.076700000E+18	5.268793271E+18	1.916951272E+00	3.741122786E+12	1.677639112E+14	3.831683528E+15	3.236155657E+16	7.394292217E+15	1.323711839E+16	4.297580000E+16	64.9853688302	2.108600000E-01
0.779	141.01	76.64	5.045000000E+18	5.241504724E+18	2.455044905E+00	3.793143784E+12	1.730186772E+14	3.862653598E+15	3.220290999E+16	7.320524903E+15	1.312127655E+16	4.306780000E+16	64.3606833957	2.099600000E-01
0.780	140.09	76.30	5.013400000E+18	5.214219859E+18	3.186270578E+00	3.846727330E+12	1.784236503E+14	3.893572198E+15	3.204333386E+16	7.247311793E+15	1.300595356E+16	4.315950000E+16	63.7392544411	2.090600000E-01
0.781	139.17	75.95	4.981800000E+18	5.186939572E+18	4.179060475E+00	3.901955891E+12	1.839818708E+14	3.924429073E+15	3.188283970E+16	7.174652161E+15	1.289115354E+16	4.325070000E+16	63.1210924375	2.081700000E-01
0.782	138.25	75.61	4.950300000E+18	5.159664764E+18	5.525568252E+00	3.958917372E+12	1.896963849E+14	3.955213773E+15	3.172143930E+16	7.102545202E+15	1.277688055E+16	4.334140000E+16	62.5062076669	2.072900000E-01
0.783	137.33	75.27	4.918800000E+18	5.132396345E+18	7.349701581E+00	4.017705467E+12	1.955702418E+14	3.985915661E+15	3.155914467E+16	7.030990032E+15	1.266313865E+16	4.343180000E+16	61.8946102685	2.064100000E-01
0.784	136.41	74.93	4.887300000E+18	5.105135230E+18	9.817808182E+00	4.078420049E+12	2.016064913E+14	4.016523913E+15	3.139596808E+16	6.959985693E+15	1.254993187E+16	4.352170000E+16	61.2863101891	2.055400000E-01
0.785	135.50	74.59	4.855900000E+18	5.077882342E+18	1.315286917E+01	4.141167572E+12	2.078081809E+14	4.047027529E+15	3.123192204E+16	6.889531146E+15	1.243726420E+16	4.361120000E+16	60.6813172168	2.046800000E-01
0.786	134.58	74.25	4.824600000E+18	5.050638609E+18	1.765332074E+01	4.206061501E+12	2.141783527E+14	4.077415331E+15	3.106701931E+16	6.819625278E+15	1.232513961E+16	4.370020000E+16	60.0796409441	2.038200000E-01
0.787	133.67	73.90	4.793300000E+18	5.023404968E+18	2.371797345E+01	4.273222768E+12	2.207200407E+14	4.107675975E+15	3.090127287E+16	6.750266899E+15	1.221356201E+16	4.378880000E+16	59.4812908134	2.029700000E-01
0.788	132.76	73.56	4.762100000E+18	4.996182361E+18	3.187895171E+01	4.342780253E+12	2.274362673E+14	4.137797952E+15	3.073469596E+16	6.681454742E+15	1.210253530E+16	4.387690000E+16	58.8862760679	2.021300000E-01
0.789	131.85	73.22	4.730900000E+18	4.968971736E+18	4.284516483E+01	4.414871287E+12	2.343300404E+14	4.167769598E+15	3.056730206E+16	6.613187467E+15	1.199206331E+16	4.396460000E+16	58.2946057622	2.012900000E-01
0.790	130.94	72.88	4.699800000E+18	4.941774048E+18	5.755958484E+01	4.489642193E+12	2.414043499E+14	4.197579098E+15	3.039910488E+16	6.545463656E+15	1.188214984E+16	4.405180000E+16	57.7062887722	2.004600000E-01
0.791	130.03	72.54	4.668800000E+18	4.914590260E+18	7.727459460E+01	4.567248846E+12	2.486621643E+14	4.227214496E+15	3.023011837E+16	6.478281818E+15	1.177279864E+16	4.413860000E+16	57.1213338050	1.996300000E-01
0.792	129.12	72.20	4.637800000E+18	4.887421338E+18	1.036509479E+02	4.647857274E+12	2.561064274E+14	4.256663700E+15	3.006035671E+16	6.411640388E+15	1.166401338E+16	4.422500000E+16	56.5397493397	1.988100000E-01
0.793	128.22	71.87	4.606900000E+18	4.860268257E+18	1.388875313E+02	4.731644280E+12	2.637400542E+14	4.285914493E+15	2.988983433E+16	6.345537725E+15	1.155579772E+16	4.431080000E+16	55.9615436952	1.980000000E-01
0.794	127.32	71.53	4.576000000E+18	4.833131996E+18	1.858912402E+02	4.818798108E+12	2.715659279E+14	4.314954537E+15	2.971856588E+16	6.279972116E+15	1.144815522E+16	4.439630000E+16	55.3867249709	1.971900000E-01
0.795	126.41	71.19	4.545300000E+18	4.806013542E+18	2.484990117E+02	4.909519132E+12	2.795868956E+14	4.343771387E+15	2.954656623E+16	6.214941777E+15	1.134108939E+16	4.448120000E+16	54.8153010918	1.963800000E-01
0.796	125.51	70.85	4.514500000E+18	4.778913885E+18	3.317675566E+02	5.004020587E+12	2.878057645E+14	4.372352494E+15	2.937385049E+16	6.150444849E+15	1.123460369E+16	4.456580000E+16	54.2472797493	1.955900000E-01
0.797	124.61	70.51	4.483900000E+18	4.751834025E+18	4.423508232E+02	5.102529338E+12	2.962252982E+14	4.400685221E+15	2.920043399E+16	6.086479403E+15	1.112870149E+16	4.464980000E+16	53.6826684802	1.948000000E-01
0.798	123.71	70.17	4.453300000E+18	4.724774963E+18	5.889909586E+02	5.205286680E+12	3.048482125E+14	4.428756849E+15	2.902633228E+16	6.023043439E+15	1.102338610E+16	4.473340000E+16	53.1214745629	1.940100000E-01
0.799	122.82	69.84	4.422800000E+18	4.697737710E+18	7.831558597E+02	5.312549182E+12	3.136771711E+14	4.456554587E+15	2.885156115E+16	5.960134884E+15	1.091866077E+16	4.481650000E+16	52.5637051182	1.932300000E-01
0.800	121.92	69.50	4.392300000E+18	4.670723281E+18	1.039865737E+03	5.424589570E+12	3.227147819E+14	4.484065586E+15	2.867613658E+16	5.897751599E+15	1.081452864E+16	4.489920000E+16	52.0093670401	1.924600000E-01
0.801	121.03	69.16	4.361900000E+18	4.643732694E+18	1.378762980E+03	5.541697647E+12	3.319635922E+14	4.511276945E+15	2.850007477E+16	5.835891373E+15	1.071099282E+16	4.498140000E+16	51.4584669838	1.916900000E-01
0.802	120.14	68.83	4.331600000E+18	4.616766976E+18	1.825494694E+03	5.664181264E+12	3.414260848E+14	4.538175727E+15	2.832339214E+16	5.774551928E+15	1.060805629E+16	4.506310000E+16	50.9110114319	1.909300000E-01
0.803	119.25	68.49	4.301400000E+18	4.589827157E+18	2.413496360E+03	5.792367319E+12	3.511046732E+14	4.564748968E+15	2.814610532E+16	5.713730916E+15	1.050572199E+16	4.514430000E+16	50.3670066260	1.901700000E-01
0.804	118.36	68.16	4.271200000E+18	4.562914274E+18	3.186289246E+03	5.926602818E+12	3.610016977E+14	4.590983691E+15	2.796823113E+16	5.653425925E+15	1.040399275E+16	4.522510000E+16	49.8264586101	1.894200000E-01
0.805	117.47	67.82	4.241200000E+18	4.536029367E+18	4.200434705E+03	6.067255964E+12	3.711194204E+14	4.616866914E+15	2.778978660E+16	5.593634474E+15	1.030287132E+16	4.530530000E+16	49.2893731859	1.886700000E-01
0.806	116.58	67.49	4.211200000E+18	4.509173483E+18	5.529326959E+03	6.214717306E+12	3.814600206E+14	4.642385670E+15	2.761078897E+16	5.534354017E+15	1.020236036E+16	4.538510000E+16	48.7557559554	1.879300000E-01
0.807	115.70	67.15	4.181200000E+18	4.482347672E+18	7.268054344E+03	6.369400921E+12	3.920255908E+14	4.667527011E+15	2.743125565E+16	5.475581944E+15	1.010246245E+16	4.546450000E+16	48.2256122764	1.872000000E-01
0.808	114.82	66.82	4.151400000E+18	4.455552990E+18	9.539619795E+03	6.531745651E+12	4.028181313E+14	4.692278028E+15	2.725120425E+16	5.417315580E+15	1.000318008E+16	4.554330000E+16	47.6989472947	1.864700000E-01
0.809	113.93	66.48	4.121600000E+18	4.428790496E+18	1.250288750E+04	6.702216388E+12	4.138395461E+14	4.716625861E+15	2.707065258E+16	5.359552187E+15	9.904515621E+15	4.562160000E+16	47.1757659103	1.857400000E-01
0.810	113.05	66.15	4.092000000E+18	4.402061257E+18	1.636271801E+04	6.881305400E+12	4.250916377E+14	4.740557713E+15	2.688961862E+16	5.302288965E+15	9.806471375E+15	4.569950000E+16	46.6560728308	1.850200000E-01
0.811	112.18	65.82	4.062400000E+18	4.375366340E+18	2.138287317E+04	7.069533712E+12	4.365761028E+14	4.764060865E+15	2.670812052E+16	5.245523052E+15	9.709049538E+15	4.577680000E+16	46.1398724849	1.843100000E-01
0.812	111.30	65.49	4.032900000E+18	4.348706819E+18	2.790242063E+04	7.267452531E+12	4.482945273E+14	4.787122688E+15	2.652617661E+16	5.189251527E+15	9.612252210E+15	4.585370000E+16	45.6271690966	1.836000000E-01
0.813	110.43	65.15	4.003400000E+18	4.322083771E+18	3.635655241E+04	7.475644720E+12	4.602483815E+14	4.809730658E+15	2.634380541E+16	5.133471405E+15	9.516081390E+15	4.593010000E+16	45.1179666421	1.829000000E-01
0.814	109.55	64.82	3.974100000E+18	4.295498279E+18	4.730296148E+04	7.694726321E+12	4.724390153E+14	4.831872370E+15	2.616102559E+16	5.078179648E+15	9.420538980E+15	4.600590000E+16	44.6122688808	1.822000000E-01
0.815	108.68	64.49	3.944800000E+18	4.268951427E+18	6.145520452E+04	7.925348124E+12	4.848676536E+14	4.853535552E+15	2.597785596E+16	5.023373156E+15	9.325626779E+15	4.608130000E+16	44.1100793022	1.815100000E-01
0.816	107.81	64.16	3.915700000E+18	4.242444305E+18	7.972483115E+04	8.168197284E+12	4.975353914E+14	4.874708082E+15	2.579431551E+16	4.969048775E+15	9.231346484E+15	4.615610000E+16	43.6114011783	1.808200000E-01
0.817	106.94	63.83	3.886600000E+18	4.215978004E+18	1.032744942E+05	8.423998985E+12	5.104431888E+14	4.895377997E+15	2.561042339E+16	4.915203292E+15	9.137699691E+15	4.623050000E+16	43.1162375111	1.801400000E-01
0.818	106.08	63.50	3.857700000E+18	4.189553622E+18	1.335847916E+05	8.693518144E+12	5.235918669E+14	4.915533512E+15	2.542619887E+16	4.861833444E+15	9.044687890E+15	4.630430000E+16	42.6245910937	1.794600000E-01
0.819	105.21	63.17	3.828800000E+18	4.163172258E+18	1.725382489E+05	8.977561171E+12	5.369821024E+14	4.935163032E+15	2.524166138E+16	4.808935909E+15	8.952312470E+15	4.637760000E+16	42.1364644492	1.787900000E-01
0.820	104.35	62.84	3.800000000E+18	4.136835015E+18	2.225246618E+05	9.276977756E+12	5.506144231E+14	4.954255167E+15	2.505683048E+16	4.756507317E+15	8.860574711E+15	4.645040000E+16	41.6518598606	1.781200000E-01
0.821	103.49	62.51	3.771300000E+18	4.110542997E+18	2.865730080E+05	9.592662708E+12	5.644892036E+14	4.972798748E+15	2.487172585E+16	4.704544245E+15	8.769475792E+15	4.652270000E+16	41.1707793406	1.774600000E-01
0.822	102.63	62.19	3.742700000E+18	4.084297315E+18	3.685163524E+05	9.925557830E+12	5.786066603E+14	4.990782837E+15	2.468636732E+16	4.653043218E+15	8.679016784E+15	4.659440000E+16	40.6932246920	1.768000000E-01
0.823	101.77	61.86	3.714200000E+18	4.058099079E+18	4.731976497E+05	1.027665383E+13	5.929668470E+14	5.008196746E+15	2.450077482E+16	4.602000716E+15	8.589198652E+15	4.666560000E+16	40.2191974270	1.761500000E-01
0.824	100.91	61.53	3.685800000E+18	4.031949403E+18	6.067261527E+05	1.064699226E+13	6.075696504E+14	5.025030046E+15	2.431496839E+16	4.551413167E+15	8.500022256E+15	4.673630000E+16	39.7486988178	1.755000000E-01
0.825	100.06	61.20	3.657500000E+18	4.005849403E+18	7.767963288E+05	1.103766752E+13	6.224147860E+14	5.041272586E+15	2.412896821E+16	4.501276955E+15	8.411488350E+15	4.680650000E+16	39.2817298765	1.748500000E-01
0.826	99.21	60.88	3.629300000E+18	3.979800198E+18	9.930838484E+05	1.144982880E+13	6.375017932E+14	5.056914501E+15	2.394279454E+16	4.451588417E+15	8.323597582E+15	4.687610000E+16	38.8182913652	1.742200000E-01
0.827	98.36	60.55	3.601200000E+18	3.953802909E+18	1.267736435E+06	1.188468219E+13	6.528300318E+14	5.071946229E+15	2.375646773E+16	4.402343848E+15	8.236350492E+15	4.694510000E+16	38.3583837863	1.735800000E-01
0.828	97.51	60.23	3.573300000E+18	3.927858659E+18	1.615981264E+06	1.234349265E+13	6.683986771E+14	5.086358524E+15	2.357000824E+16	4.353539499E+15	8.149747516E+15	4.701360000E+16	37.9020073828	1.729500000E-01
0.829	96.66	59.90	3.545400000E+18	3.901968570E+18	2.056875295E+06	1.282758613E+13	6.842067167E+14	5.100142464E+15	2.338343661E+16	4.305171580E+15	8.063788985E+15	4.708160000E+16	37.4491621100	1.723300000E-01
0.830	95.82	59.58	3.517600000E+18	3.876133771E+18	2.614230588E+06	1.333835164E+13	7.002529458E+14	5.113289469E+15	2.319677346E+16	4.257236260E+15	7.978475122E+15	4.714900000E+16	36.9998477125	1.717100000E-01
0.831	94.97	59.25	3.489900000E+18	3.850355387E+18	3.317753446E+06	1.387724328E+13	7.165359642E+14	5.125791311E+15	2.301003948E+16	4.209729670E+15	7.893806048E+15	4.721590000E+16	36.5540636194	1.710900000E-01
0.832	94.13	58.93	3.462400000E+18	3.824634547E+18	4.204444379E+06	1.444609983E+13	7.330541720E+14	5.137640124E+15	2.282325544E+16	4.162647905E+15	7.809781777E+15	4.728220000E+16	36.1118090217	1.704800000E-01
0.833	93.29	58.61	3.434900000E+18	3.798972380E+18	5.320315638E+06	1.504587775E+13	7.498057665E+14	5.148828416E+15	2.263644216E+16	4.115987022E+15	7.726402220E+15	4.734790000E+16	35.6730828343	1.698800000E-01
0.834	92.46	58.29	3.407600000E+18	3.773370018E+18	6.722494701E+06	1.567855583E+13	7.667887388E+14	5.159349081E+15	2.244962052E+16	4.069743046E+15	7.643667187E+15	4.741300000E+16	35.2378837251	1.692800000E-01
0.835	91.62	57.97	3.380400000E+18	3.747828591E+18	8.481795968E+06	1.634586938E+13	7.840008704E+14	5.169195407E+15	2.226281145E+16	4.023911968E+15	7.561576382E+15	4.747760000E+16	34.8062100689	1.686800000E-01
0.836	90.79	57.64	3.353300000E+18	3.722349231E+18	1.068585940E+07	1.704962913E+13	8.014397306E+14	5.178361088E+15	2.207603592E+16	3.978489748E+15	7.480129409E+15	4.754160000E+16	34.3780599859	1.680900000E-01
0.837	89.96	57.32	3.326300000E+18	3.696933069E+18	1.344297440E+07	1.779172321E+13	8.191026730E+14	5.186840229E+15	2.188931494E+16	3.933472316E+15	7.399325771E+15	4.760500000E+16	33.9534313142	1.675000000E-01
0.838	89.13	57.00	3.299400000E+18	3.671581237E+18	1.688673034E+07	1.857411908E+13	8.369868337E+14	5.194627360E+15	2.170266955E+16	3.888855576E+15	7.319164870E+15	4.766780000E+16	33.5323216300	1.669200000E-01
0.839	88.30	56.68	3.272600000E+18	3.646294866E+18	2.118166259E+07	1.939886544E+13	8.550891279E+14	5.201717440E+15	2.151612083E+16	3.844635403E+15	7.239646010E+15	4.773000000E+16	33.1147282297	1.663400000E-01
0.840	87.48	56.36	3.246000000E+18	3.621075089E+18	2.653009492E+07	2.026809407E+13	8.734062485E+14	5.208105866E+15	2.132968984E+16	3.800807648E+15	7.160768397E+15	4.779160000E+16	32.7006481586	1.657600000E-01
0.841	86.65	56.05	3.219400000E+18	3.595923035E+18	3.318041717E+07	2.118402160E+13	8.919346633E+14	5.213788480E+15	2.114339769E+16	3.757368140E+15	7.082531138E+15	4.785260000E+16	32.2900781575	1.651900000E-01
0.842	85.83	55.73	3.193000000E+18	3.570839834E+18	4.143708157E+07	2.214895117E+13	9.106706138E+14	5.218761574E+15	2.095726547E+16	3.714312686E+15	7.004933247E+15	4.791290000E+16	31.8830147096	1.646200000E-01
0.843	85.01	55.41	3.166800000E+18	3.545826616E+18	5.167265285E+07	2.316527409E+13	9.296101129E+14	5.223021896E+15	2.077131429E+16	3.671637074E+15	6.927973641E+15	4.797270000E+16	31.4794540322	1.640600000E-01
0.844	84.20	55.09	3.140600000E+18	3.520884508E+18	6.434230822E+07	2.423547127E+13	9.487489441E+14	5.226566657E+15	2.058556522E+16	3.629337073E+15	6.851651145E+15	4.803180000E+16	31.0793920520	1.635000000E-01
0.845	83.38	54.78	3.114500000E+18	3.496014637E+18	8.000125405E+07	2.536211469E+13	9.680826601E+14	5.229393529E+15	2.040003934E+16	3.587408437E+15	6.775964491E+15	4.809030000E+16	30.6828244325	1.629500000E-01
0.846	82.57	54.46	3.088600000E+18	3.471218126E+18	9.932560809E+07	2.654786861E+13	9.876065819E+14	5.231500658E+15	2.021475772E+16	3.545846906E+15	6.700912319E+15	4.814810000E+16	30.2897465412	1.624000000E-01
0.847	81.76	54.15	3.062800000E+18	3.446496099E+18	1.231373917E+08	2.779549072E+13	1.007315798E+15	5.232886656E+15	2.002974136E+16	3.504648208E+15	6.626493183E+15	4.820530000E+16	29.9001534947	1.618600000E-01
0.848	80.95	53.83	3.037200000E+18	3.421849676E+18	1.524343865E+08	2.910783315E+13	1.027205164E+15	5.233550613E+15	1.984501126E+16	3.463808059E+15	6.552705544E+15	4.826190000E+16	29.5140401164	1.613100000E-01
0.849	80.15	53.52	3.011600000E+18	3.397279975E+18	1.884257376E+08	3.048784327E+13	1.047269303E+15	5.233492092E+15	1.966058838E+16	3.423322169E+15	6.479547781E+15	4.831770000E+16	29.1314009565	1.607800000E-01
0.850	79.34	53.21	2.986200000E+18	3.372788112E+18	2.325743310E+08	3.193856439E+13	1.067502606E+15	5.232711130E+15	1.947649360E+16	3.383186240E+15	6.407018186E+15	4.837290000E+16	28.7522302934	1.602400000E-01
0.851	78.54	52.90	2.960900000E+18	3.348375199E+18	2.866471422E+08	3.346313618E+13	1.087899229E+15	5.231208242E+15	1.929274778E+16	3.343395970E+15	6.335114965E+15	4.842740000E+16	28.3765221187	1.597200000E-01
0.852	77.75	52.58	2.935800000E+18	3.324042346E+18	3.527749442E+08	3.506479498E+13	1.108453098E+15	5.228984417E+15	1.910937171E+16	3.303947054E+15	6.263836246E+15	4.848130000E+16	28.0042701561	1.591900000E-01
0.853	76.95	52.27	2.910800000E+18	3.299790659E+18	4.335229836E+08	3.674687385E+13	1.129157910E+15	5.226041116E+15	1.892638610E+16	3.264835190E+15	6.193180073E+15	4.853440000E+16	27.6354678472	1.586700000E-01
0.854	76.15	51.96	2.885900000E+18	3.275621240E+18	5.319744835E+08	3.851280241E+13	1.150007129E+15	5.222380272E+15	1.874381160E+16	3.226056073E+15	6.123144414E+15	4.858680000E+16	27.2701083531	1.581500000E-01
0.855	75.36	51.65	2.861100000E+18	3.251535188E+18	6.518291161E+08	4.036610644E+13	1.170993993E+15	5.218004287E+15	1.856166877E+16	3.187605405E+15	6.053727157E+15	4.863850000E+16	26.9081845654	1.576400000E-01
0.856	74.57	51.34	2.836500000E+18	3.227533597E+18	7.975189102E+08	4.231040719E+13	1.192111514E+15	5.212916026E+15	1.837997809E+16	3.149478894E+15	5.984926116E+15	4.868950000E+16	26.5496890920	1.571300000E-01
0.857	73.79	51.03	2.812000000E+18	3.203617558E+18	9.743444210E+08	4.434942049E+13	1.213352480E+15	5.207118814E+15	1.819875994E+16	3.111672255E+15	5.916739030E+15	4.873970000E+16	26.1946142762	1.566200000E-01
0.858	73.00	50.73	2.787700000E+18	3.179788154E+18	1.188634402E+09	4.648695552E+13	1.234709455E+15	5.200616434E+15	1.801803460E+16	3.074181215E+15	5.849163567E+15	4.878920000E+16	25.8429521578	1.561200000E-01
0.859	72.22	50.42	2.763500000E+18	3.156046467E+18	1.447932672E+09	4.872691331E+13	1.256174788E+15	5.193413116E+15	1.783782226E+16	3.037001513E+15	5.782197323E+15	4.883800000E+16	25.4946945338	1.556200000E-01
0.860	71.44	50.11	2.739400000E+18	3.132393572E+18	1.761216395E+09	5.107328489E+13	1.277740609E+15	5.185513533E+15	1.765814298E+16	3.000128904E+15	5.715837826E+15	4.888600000E+16	25.1498329113	1.551300000E-01
0.861	70.66	49.81	2.715400000E+18	3.108830538E+18	2.139150552E+09	5.353014922E+13	1.299398837E+15	5.176922798E+15	1.747901669E+16	2.963559160E+15	5.650082536E+15	4.893320000E+16	24.8083585192	1.546400000E-01
0.862	69.89	49.50	2.691600000E+18	3.085358427E+18	2.594384027E+09	5.610167061E+13	1.321141183E+15	5.167646450E+15	1.730046323E+16	2.927288072E+15	5.584928849E+15	4.897960000E+16	24.4702623032	1.541500000E-01
0.863	69.11	49.20	2.668000000E+18	3.061978299E+18	3.141893445E+09	5.879209599E+13	1.342959151E+15	5.157690449E+15	1.712250228E+16	2.891311456E+15	5.520374096E+15	4.902520000E+16	24.1355349683	1.536700000E-01
0.864	68.34	48.89	2.644500000E+18	3.038691203E+18	3.799381661E+09	6.160575166E+13	1.364844045E+15	5.147061170E+15	1.694515339E+16	2.855625150E+15	5.456415546E+15	4.907000000E+16	23.8041669106	1.531900000E-01
0.865	67.58	48.59	2.621100000E+18	3.015498184E+18	4.587738671E+09	6.454703971E+13	1.386786975E+15	5.135765388E+15	1.676843596E+16	2.820225020E+15	5.393050410E+15	4.911400000E+16	23.4761482760	1.527100000E-01
0.866	66.81	48.29	2.597900000E+18	2.992400278E+18	5.531573665E+09	6.762043411E+13	1.408778858E+15	5.123810273E+15	1.659236926E+16	2.785106964E+15	5.330275837E+15	4.915710000E+16	23.1514689240	1.522400000E-01
0.867	66.05	47.99	2.574800000E+18	2.969398516E+18	6.659827934E+09	7.083047632E+13	1.430810424E+15	5.111203378E+15	1.641697237E+16	2.750266908E+15	5.268088923E+15	4.919940000E+16	22.8301184627	1.517700000E-01
0.868	65.29	47.69	2.551900000E+18	2.946493919E+18	8.006479511E+09	7.418177054E+13	1.452872226E+15	5.097952629E+15	1.624226425E+16	2.715700817E+15	5.206486707E+15	4.924080000E+16	22.5120862129	1.513100000E-01
0.869	64.53	47.39	2.529100000E+18	2.923687502E+18	9.611351583E+09	7.767897855E+13	1.474954640E+15	5.084066311E+15	1.606826365E+16	2.681404692E+15	5.145466176E+15	4.928130000E+16	22.1973612431	1.508500000E-01
0.870	63.78	47.09	2.506400000E+18	2.900980270E+18	1.152103805E+10	8.132681406E+13	1.497047873E+15	5.069553061E+15	1.589498918E+16	2.647374574E+15	5.085024264E+15	4.932100000E+16	21.8859323423	1.503900000E-01
0.871	63.02	46.79	2.483900000E+18	2.878373219E+18	1.378996098E+10	8.513003671E+13	1.519141970E+15	5.054421853E+15	1.572245925E+16	2.613606547E+15	5.025157857E+15	4.935970000E+16	21.5777880313	1.499400000E-01
0.872	62.28	46.49	2.461600000E+18	2.855867339E+18	1.648157622E+10	8.909344556E+13	1.541226824E+15	5.038681987E+15	1.555069210E+16	2.580096742E+15	4.965863793E+15	4.939750000E+16	21.2729165895	1.494800000E-01
0.873	61.53	46.20	2.439300000E+18	2.833463607E+18	1.966974495E+10	9.322187218E+13	1.563292173E+15	5.022343073E+15	1.537970575E+16	2.546841336E+15	4.907138864E+15	4.943440000E+16	20.9713060062	1.490400000E-01
0.874	60.78	45.90	2.417300000E+18	2.811162992E+18	2.344029071E+10	9.752017327E+13	1.585327620E+15	5.005415024E+15	1.520951806E+16	2.513836560E+15	4.848979817E+15	4.947030000E+16	20.6729440218	1.485900000E-01
0.875	60.04	45.60	2.395400000E+18	2.788966454E+18	2.789276308E+10	1.019932228E+14	1.607322630E+15	4.987908037E+15	1.504014666E+16	2.481078697E+15	4.791383358E+15	4.950520000E+16	20.3778181247	1.481500000E-01
0.876	59.30	45.31	2.373600000E+18	2.766874941E+18	3.314243109E+10	1.066459038E+14	1.629266545E+15	4.969832585E+15	1.487160900E+16	2.448564089E+15	4.734346148E+15	4.953910000E+16	20.0859155334	1.477100000E-01
